company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Lenovo,ThinkPad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.13,4.54,1875.0
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 510,Windows 10,14.0,1366,768,2.1,4,128,1.75,2.54,499.0
Asus,ZenBook Flip,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.1,4.54,1358.0
Dell,Latitude 3480,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.0,4,500,1.76,4.2,585.0
Acer,Chromebook 11,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,32,1.35,3.18,355.0
Acer,Swift 3,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.4,8,128,1.5,4.54,619.0
Razer,Blade Pro,Gaming,Nvidia GeForce GTX 1080,Windows 10,17.3,3840,2160,2.9,32,512,3.49,102.0,5499.0
Lenovo,Thinkpad X1,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.6,16,512,1.1,4.2,2099.0
Asus,VivoBook Max,Notebook,Nvidia GeForce 920,Linux,15.6,1920,1080,2.5,4,1000,2.1,5.76,519.0
Lenovo,Thinkpad T460,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,8,256,1.7,4.2,1186.0
Lenovo,ThinkPad T470s,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.6,8,256,1.32,4.54,1650.0
Dell,Alienware 15,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.8,16,1256,3.21,79.7,2774.63
Asus,Rog GL702VS-BA023T,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,2.9,79.7,2419.0
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,500,2.0,4.54,669.0
Lenovo,N42-20 Chromebook,Notebook,Intel HD Graphics 400,Chrome OS,14.0,1366,768,1.6,4,16,1.5,3.18,325.0
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,128,2.3,4.54,590.0
Asus,Rog GL702VM-GC017T,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.6,16,1512,2.73,46.7,1799.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,32,1512,4.42,79.7,3072.89
HP,ProBook 470,Notebook,Nvidia GeForce 930MX,Windows 10,17.3,1600,900,2.5,8,1000,2.63,7.91,910.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,128,2.18,4.54,713.99
HP,EliteBook 840,Ultrabook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.5,8,512,1.54,4.2,1870.0
HP,Chromebook X360,2 in 1 Convertible,Intel HD Graphics 500,Chrome OS,11.6,1366,768,1.1,4,32,1.4,3.44,615.0
Asus,ZenBook UX310UQ-GL026T,Ultrabook,Nvidia GeForce 940M,Windows 10,13.3,1920,1080,2.3,8,512,1.45,9.0,1026.0
HP,EliteBook x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.28,4.54,2277.0
HP,EliteBook 840,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,8,512,1.54,4.2,1468.0
HP,250 G6,Notebook,Intel HD Graphics 400,No OS,15.6,1366,768,1.6,4,128,1.86,3.18,299.0
Asus,Rog GL502VM-DS74,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,16,1128,2.1,46.7,1899.0
Dell,Inspiron 5767,Notebook,AMD Radeon R7 M445,Linux,17.3,1920,1080,2.7,8,1000,2.83,21.2,865.0
Lenovo,ThinkPad T470p,Ultrabook,Nvidia GeForce GT 940MX,Windows 10,14.0,1920,1080,2.8,8,256,1.96,57.7,1903.0
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,Nvidia GeForce GTX 930MX,Windows 10,15.6,1920,1080,2.7,8,256,2.3,30.7,787.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,128,1.9,4.54,945.0
HP,EliteBook x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.8,8,256,1.28,4.54,2559.0
Dell,Inspiron 5368,Notebook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,8,1000,1.62,4.2,649.0
Lenovo,IdeaPad 110-15ISK,Notebook,Intel HD Graphics 520,No OS,15.6,1920,1080,2.0,4,1000,2.2,4.2,469.0
Lenovo,ThinkPad E570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,2.3,4.54,850.66
HP,EliteBook 850,Notebook,AMD Radeon R7 M465,Windows 10,15.6,1920,1080,2.6,8,256,1.84,21.0,1349.0
Toshiba,Portege X30-D-10X,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,4,128,1.05,4.54,1285.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,No OS,15.6,1920,1080,2.5,8,1000,2.5,25.7,1017.0
Dell,XPS 13,Ultrabook,Intel Iris Plus Graphics 640,Windows 10,13.3,3200,1800,2.5,16,512,1.29,7.49,2240.0
HP,Probook 450,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,4,500,2.07,4.2,910.0
Toshiba,Portégé Z30-C-188,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1366,768,2.3,8,256,1.2,4.2,1095.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.37,4.54,1950.0
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.56,4.54,902.0
Dell,Precision 3520,Workstation,Nvidia Quadro M620,Windows 10,15.6,1920,1080,2.8,8,1000,2.23,52.6,1778.0
Lenovo,ThinkPad L570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,2.38,4.54,1055.0
Toshiba,Tecra A50-D-11D,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,2.0,4.54,1388.0
Lenovo,Thinkpad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.4,4,180,1.44,4.54,735.0
Samsung,Notebook 9,Ultrabook,Nvidia GeForce 940MX,Windows 10,15.0,1920,1080,2.7,16,256,1.23,8.62,1849.0
Dell,Latitude 7280,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.8,8,256,1.6,4.54,1690.0
Xiaomi,Mi Notebook,Ultrabook,Nvidia GeForce 940MX,Windows 10,13.3,1920,1080,2.3,8,256,1.28,8.62,935.0
Dell,Vostro 5568,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,4,1128,2.18,8.62,912.5
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,4,256,2.04,4.54,839.0
HP,EliteBook x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,4,256,1.28,4.54,1700.0
HP,Pavilion x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,2.3,4.54,684.8
Asus,VivoBook L402NA,Notebook,Intel HD Graphics 500,Windows 10,14.1,1366,768,1.1,4,32,1.65,3.44,348.0
Lenovo,IdeaPad 510-15ISK,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,8,1000,2.2,8.62,669.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
HP,EliteBook x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,4,256,1.28,4.54,1799.0
Dell,Vostro 3568,Notebook,AMD Radeon R5 M420X,Linux,15.6,1366,768,2.0,4,1000,2.18,63.2,455.7
Asus,Rog GL753VD-GC082T,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.5,12,1128,2.2,25.7,1369.9
Acer,Chromebook C731-C78G,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,32,1.25,3.18,297.0
Lenovo,IdeaPad 110-17ACL,Notebook,AMD Radeon R3,Windows 10,17.3,1600,900,2.2,4,500,2.8,1.77,379.0
HP,Probook 640,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,4,128,1.95,4.54,1265.0
HP,Envy x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,16,256,1.42,4.54,1399.0
Samsung,Notebook 9,Ultrabook,Intel HD Graphics 620,Windows 10,15.0,1920,1080,2.7,8,256,1.17,4.54,1699.0
Lenovo,ThinkPad T470s,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.32,4.54,1799.0
MSI,GS73VR Stealth,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,3840,2160,2.6,16,2512,2.43,46.7,2649.0
Toshiba,Portege X30-D-10V,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.05,4.54,1475.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050Ti,Linux,15.6,1920,1080,2.8,8,1000,2.62,29.3,929.0
HP,ProBook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.7,8,1000,2.04,7.91,900.0
Dell,Vostro 3568,Notebook,AMD Radeon R5 M420X,Windows 10,15.6,1366,768,2.0,4,1000,2.18,63.2,614.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.6,8,500,1.9,4.54,935.0
Dell,XPS 13,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,13.3,3200,1800,1.3,8,512,1.24,3.4,2013.1
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,32,256,3.58,40.6,1279.0
Dell,XPS 13,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,13.3,1920,1080,1.3,16,256,1.22,3.4,1649.0
Lenovo,ThinkPad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,256,1.13,4.54,2049.0
Lenovo,ThinkPad T570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,512,1.95,4.54,1962.99
LG,Gram 15Z970,Ultrabook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,16,512,1.08,4.54,2099.0
HP,Elitebook 820,Netbook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,8,512,1.26,4.54,1483.0
Acer,Chromebook CB5-571-C1DZ,Notebook,Intel HD Graphics,Chrome OS,15.6,1920,1080,1.5,4,16,2.2,1.56,359.0
Lenovo,IdeaPad Y700-15ISK,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.3,8,1128,2.6,16.4,789.0
LG,Gram 14Z970,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,512,0.98,4.54,1899.0
Dell,Latitude 5480,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.8,8,256,1.6,4.54,1205.0
HP,Elitebook Folio,Ultrabook,Intel HD Graphics 515,Windows 10,12.5,3840,2160,1.2,8,240,1.09,2.92,3100.0
Lenovo,IdeaPad 510-15IKB,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,6,256,2.2,8.62,789.0
HP,ProBook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.7,8,256,2.04,7.91,1018.99
Acer,Aspire E5-575,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.4,4,1000,2.4,4.54,499.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,4,128,1.44,4.54,881.0
HP,Probook 430,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.49,4.54,960.0
MSI,GE72VR 6RF,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,16,1256,2.7,29.3,1599.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,1128,2.6,29.3,1349.0
MSI,GL62M 7RD,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1128,2.2,25.7,1119.91
HP,EliteBook 850,Ultrabook,AMD Radeon R7 M365X,Windows 10,15.6,1920,1080,2.5,8,256,1.84,14.0,1296.99
HP,Envy 13-AB077cl,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,8,256,1.39,4.54,1149.0
Toshiba,Tecra Z50-C-140,Notebook,Nvidia GeForce 930M,Windows 10,15.6,1920,1080,2.6,16,256,2.4,7.91,1975.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,512,1.37,4.54,1825.0
Dell,Latitude 3580,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,1.95,4.2,729.9
Lenovo,Thinkpad X270,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,8,256,1.36,4.54,1650.0
HP,Probook 650,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,8,256,2.31,4.2,1165.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,1000,2.18,4.54,708.06
HP,ProBook 640,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.3,4,500,1.95,4.2,1149.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,1920,1080,2.3,4,500,1.26,4.2,1579.0
HP,250 G6,Notebook,Intel HD Graphics 400,No OS,15.6,1366,768,1.6,4,1000,1.86,3.18,288.9
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel Iris Graphics 540,Windows 10,13.3,3200,1800,2.2,16,1000,1.3,7.52,1799.0
Toshiba,Tecra Z40-C-12X,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,4,128,1.47,4.2,1105.0
HP,EliteBook 820,Netbook,Intel HD Graphics 520,Windows 10,12.5,1920,1080,2.3,8,256,1.26,4.2,1669.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,1000,2.18,4.2,558.6
MSI,GP62M Leopard,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.2,25.7,1199.0
Dell,Latitude 7480,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.36,4.54,1639.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1080,Windows 10,17.3,2560,1440,2.7,16,1512,4.36,102.0,2758.0
HP,Omen 17-W006na,Gaming,Nvidia GeForce GTX 965M,Windows 10,17.3,1920,1080,2.3,8,1128,2.75,23.5,1399.0
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,Nvidia GeForce 920MX,Windows 10,17.3,1600,900,1.6,4,1000,2.8,5.76,530.0
Acer,TravelMate P259-G2,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,2.23,4.54,619.0
Toshiba,Tecra A50-C-1ZV,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,8,256,2.2,4.2,1119.0
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,Intel HD Graphics 515,Windows 10,11.3,1920,1080,1.2,8,256,1.1,2.92,1299.0
Dell,Latitude 7280,Ultrabook,Intel HD Graphics,Windows 10,12.5,1920,1080,2.5,8,256,1.36,1.56,1472.2
Lenovo,IdeaPad 310-15IKB,Notebook,Nvidia GeForce 920MX,No OS,15.6,1920,1080,2.7,8,1000,2.2,5.76,685.0
Dell,Insprion 5767,Notebook,AMD Radeon R7 M445,Windows 10,17.3,1600,900,2.0,4,1000,2.36,21.2,659.0
Acer,Chromebook 14,Notebook,Intel HD Graphics 400,Chrome OS,14.0,1366,768,1.6,4,32,1.68,3.18,349.0
HP,ZBook Studio,Workstation,Nvidia Quadro M1000M,Windows 10,15.6,1920,1080,2.7,8,8,2.0,53.4,2249.0
Dell,Latitude 7480,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.8,8,256,1.36,4.54,1775.0
Toshiba,Portege Z30-C-1CW,Notebook,Intel HD Graphics 520,Windows 7,13.3,1920,1080,2.3,8,256,1.2,4.2,1460.0
Asus,Chromebook Flip,2 in 1 Convertible,Intel HD Graphics 515,Chrome OS,12.5,1920,1080,1.2,8,64,1.2,2.92,1159.0
Lenovo,Thinkpad T460,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.6,8,256,1.7,4.2,1488.99
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,3840,2160,2.8,16,1512,4.36,79.7,3154.0
Dell,XPS 13,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,13.3,1920,1080,1.2,8,256,1.24,3.4,1899.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,3200,1800,2.5,8,256,1.3,4.2,1268.0
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,32,1.25,3.18,389.0
Toshiba,Portege Z30-C-16Z,Notebook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.4,8,256,1.2,4.2,1535.0
Lenovo,ThinkPad X270,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.6,8,256,1.36,4.54,1760.0
Acer,Aspire F5-573G-510L,Notebook,Nvidia GeForce GTX 950M,Windows 10,15.6,1920,1080,2.5,12,1128,2.4,14.0,1009.0
Toshiba,Portege X20W-D-10V,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,8,512,1.1,4.54,1790.0
HP,ProBook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1366,768,2.5,8,1000,2.04,7.91,846.5
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,1.9,4.54,825.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.4,4,500,2.04,4.54,685.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,32,1256,4.42,79.7,3149.0
Lenovo,IdeaPad 310-15IKB,Notebook,Nvidia GeForce 920MX,Windows 10,15.6,1920,1080,2.5,6,256,2.4,5.76,695.0
Dell,XPS 13,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,13.3,3200,1800,1.3,16,512,1.22,3.4,1899.0
Dell,Latitude E7470,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.6,8,256,1.5,4.2,1962.98
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.6,32,1256,4.42,79.7,2800.0
Toshiba,Tecra A40-C-1DF,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,8,256,1.95,4.2,1180.0
Asus,Rog Strix,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,2.73,46.7,2049.9
HP,Probook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.7,8,1128,2.04,7.91,979.0
Lenovo,ThinkPad T460,Notebook,Intel HD Graphics 520,Windows 7,14.0,1366,768,2.3,4,508,1.7,4.2,1002.0
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,Nvidia GeForce GTX 950M,Windows 10,15.6,3840,2160,2.7,16,2512,2.3,14.0,1799.0
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.7,6,1000,2.04,4.54,579.0
Asus,Rog GL753VE-DS74,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,16,1256,2.99,29.3,1749.0
Dell,Inspiron 7579,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,12,512,2.19,4.54,1299.0
Toshiba,Portege Z30-C-1CV,Notebook,Intel HD Graphics 520,Windows 7,13.3,1920,1080,2.3,4,128,1.2,4.2,1195.0
Lenovo,IdeaPad 320-15ABR,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,3.6,6,256,2.2,6.64,549.0
Fujitsu,LifeBook A556,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,256,2.3,4.2,649.0
Toshiba,Tecra A40-C-1KF,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.3,4,500,1.75,4.2,915.0
HP,Probook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,2.04,4.54,806.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,8,1128,2.5,46.7,1189.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1366,768,2.7,8,1000,2.36,21.2,749.0
HP,EliteBook Folio,Netbook,Intel HD Graphics 515,Windows 10,12.5,1920,1080,1.2,8,512,0.97,2.92,1908.0
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,2.0,4,1128,2.1,4.96,499.0
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,Intel HD Graphics 500,No OS,15.6,1366,768,1.1,4,128,1.9,3.44,270.62
Lenovo,ThinkPad T560,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,8,256,2.3,4.2,1349.0
Dell,Inspiron 5378,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.68,4.54,889.0
Asus,ZenBook UX310UA-FB485T,Notebook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.5,8,256,1.4,4.54,1150.0
HP,Spectre 13-V111dx,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.11,4.54,1349.0
Asus,Rog GL553VE-DS74,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,1256,2.5,29.3,1799.0
HP,EliteBook 840,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,512,1.48,4.54,2089.0
Acer,Nitro 5,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.7,25.7,1260.0
HP,ENVY -,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.34,4.54,1189.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,128,2.18,4.54,547.0
HP,Probook 440,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,500,1.64,4.54,779.0
Toshiba,Portege Z30-C-16H,Notebook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,4,128,1.2,4.2,1195.0
HP,EliteBook 840,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.4,4,256,1.48,4.2,1099.99
HP,ProBook 640,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,4,256,1.95,4.54,1205.0
HP,EliteBook 1040,Ultrabook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.6,8,256,1.43,4.2,1449.0
HP,ProBook 440,Notebook,Nvidia GeForce 930MX,Windows 10,14.0,1920,1080,2.5,8,256,1.64,7.91,1049.26
HP,Probook 440,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.4,4,500,1.64,4.54,684.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,0,2.65,25.7,949.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.5,4,500,1.26,4.54,1539.0
HP,Elitebook 840,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,4,256,1.48,4.54,1590.0
HP,EliteBook 840,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,8,256,1.54,4.2,1887.21
HP,Probook 430,Notebook,Intel HD Graphics 620,Windows 10,13.3,1366,768,2.4,4,500,1.49,4.54,800.0
Toshiba,Portege A30-C-1CZ,Notebook,Intel HD Graphics 520,Windows 10,13.3,1366,768,2.3,8,256,1.5,4.2,1210.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,256,2.04,4.54,769.99
Lenovo,ThinkPad P70,Notebook,Nvidia Quadro 3000M,Windows 7,17.3,3840,2160,2.7,16,512,2.4,5.63,2968.0
Toshiba,Tecra Z40-C-12Z,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,8,256,1.47,4.2,1490.0
HP,EliteBook 1040,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,8,256,1.43,4.2,2229.0
Dell,Inspiron 5568,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,4,1000,2.08,4.2,795.99
Toshiba,Portégé Z30-C-16K,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,8,256,1.2,4.2,1590.0
HP,Spectre 13-V100nv,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.11,4.54,1149.0
HP,ProBook 440,Notebook,Nvidia GeForce 930MX,Windows 10,14.0,1920,1080,2.7,8,256,1.64,7.91,1185.43
Dell,Latitude E5570,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.4,8,500,2.09,4.2,1046.44
HP,Elitebook 820,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1366,768,2.5,4,256,1.26,4.54,1559.0
HP,ProBook 650,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,500,2.31,4.54,1189.0
HP,ProBook 640,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,500,1.95,4.54,1060.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.5,8,256,1.29,4.54,1624.0
HP,Probook 470,Notebook,Nvidia GeForce 930MX,Windows 10,17.3,1920,1080,2.5,8,256,2.63,7.91,1080.0
HP,ProBook 440,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,256,1.64,4.54,973.0
Acer,Aspire 3,Notebook,AMD Radeon R5,Windows 10,15.6,1366,768,3.0,6,1000,2.1,2.05,409.0
MSI,GL72M 7RDX,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,8,1128,2.7,25.7,1191.8
HP,Probook 640,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,256,1.95,4.2,1195.0
HP,EliteBook 850,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.5,8,256,1.84,4.2,1228.99
